title,price,category,rating,availability,description_len,has_desc,n_reviews,title_len,url
The Sense of an Ending,31.38,Add a comment,3,2,992,1,0,22,https://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html
The Republic,33.78,Add a comment,3,1,947,1,0,12,https://books.toscrape.com/catalogue/the-republic_78/index.html
The Odyssey,29.64,Add a comment,3,1,2155,1,0,11,https://books.toscrape.com/catalogue/the-odyssey_77/index.html
The Light of the Fireflies,54.43,Add a comment,1,1,1339,1,0,26,https://books.toscrape.com/catalogue/the-light-of-the-fireflies_71/index.html
The Iliad,16.16,Add a comment,1,1,361,1,0,9,https://books.toscrape.com/catalogue/the-iliad_69/index.html
The Communist Manifesto,14.76,Add a comment,3,1,2374,1,0,23,https://books.toscrape.com/catalogue/the-communist-manifesto_61/index.html
Lord of the Flies,24.89,Add a comment,3,1,2158,1,0,17,https://books.toscrape.com/catalogue/lord-of-the-flies_30/index.html
Unicorn Tracks,18.78,Fantasy,3,16,1238,1,0,14,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html
"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,Fantasy,3,16,270,1,0,45,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html
Princess Between Worlds (Wide-Awake Princess #5),13.34,Fantasy,5,16,325,1,0,48,https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html
Masks and Shadows,56.4,Fantasy,2,16,1189,1,0,17,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html
Crown of Midnight (Throne of Glass #2),43.29,Fantasy,3,16,1532,1,0,38,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,Fantasy,2,16,1134,1,0,74,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html
A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,Fantasy,1,16,1333,1,0,60,https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html
Throne of Glass (Throne of Glass #1),35.07,Fantasy,3,15,1555,1,0,36,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html
The Glittering Court (The Glittering Court #1),44.28,Fantasy,1,15,1771,1,0,46,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html
Hollow City (Miss Peregrineâs Peculiar Children #2),42.98,Fantasy,1,15,1228,1,0,53,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html
The Star-Touched Queen,46.02,Fantasy,5,14,1597,1,0,22,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html
The Hidden Oracle (The Trials of Apollo #1),52.26,Fantasy,2,14,989,1,0,43,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html
The Bane Chronicles (The Bane Chronicles #1-11),44.73,Fantasy,4,14,1165,1,0,47,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html
Island of Dragons (Unwanteds #7),29.65,Fantasy,1,14,1148,1,0,32,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,Fantasy,5,14,1003,1,0,104,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html
City of Glass (The Mortal Instruments #3),56.02,Fantasy,4,14,1551,1,0,41,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html
Searching for Meaning in Gailana,38.73,Fantasy,1,13,1972,1,0,32,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html
The Star-Touched Queen,32.3,Fantasy,5,12,1465,1,0,22,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html
A Shard of Ice (The Black Symphony Saga #1),56.63,Fantasy,3,9,2230,1,0,43,https://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html
King's Folly (The Kinsman Chronicles #1),39.61,Fantasy,5,7,1036,1,0,40,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html
Every Heart a Doorway (Every Heart A Doorway #1),12.16,Fantasy,5,7,1189,1,0,48,https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html
A Gathering of Shadows (Shades of Magic #2),44.81,Fantasy,4,7,1490,1,0,43,https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html
The Raven Boys (The Raven Cycle #1),57.74,Fantasy,4,5,1371,1,0,35,https://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html
The False Prince (The Ascendance Trilogy #1),56.0,Fantasy,5,5,1482,1,0,44,https://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html
Tell the Wind and Fire,45.51,Fantasy,3,5,1269,1,0,22,https://books.toscrape.com/catalogue/tell-the-wind-and-fire_396/index.html
A Feast for Crows (A Song of Ice and Fire #4),17.21,Fantasy,4,5,1299,1,0,45,https://books.toscrape.com/catalogue/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html
The Demonists (Demonist #1),52.11,Fantasy,2,4,1347,1,0,27,https://books.toscrape.com/catalogue/the-demonists-demonist-1_345/index.html
The Beast (Black Dagger Brotherhood #14),46.08,Fantasy,5,4,1653,1,0,40,https://books.toscrape.com/catalogue/the-beast-black-dagger-brotherhood-14_342/index.html
Paper and Fire (The Great Library #2),49.45,Fantasy,5,4,1610,1,0,37,https://books.toscrape.com/catalogue/paper-and-fire-the-great-library-2_339/index.html
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,Fantasy,4,4,845,1,0,59,https://books.toscrape.com/catalogue/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,Fantasy,5,4,1211,1,0,56,https://books.toscrape.com/catalogue/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,Fantasy,1,4,1321,1,0,57,https://books.toscrape.com/catalogue/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,Fantasy,4,3,1586,1,0,49,https://books.toscrape.com/catalogue/the-rose-the-dagger-the-wrath-and-the-dawn-2_278/index.html
Soldier (Talon #3),24.72,Fantasy,2,3,1171,1,0,18,https://books.toscrape.com/catalogue/soldier-talon-3_222/index.html
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,Fantasy,2,3,1164,1,0,56,https://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html
Heir to the Sky,44.07,Fantasy,4,3,1377,1,0,15,https://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html
Eragon (The Inheritance Cycle #1),43.87,Fantasy,3,3,1155,1,0,33,https://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html
Darkfever (Fever #1),56.02,Fantasy,1,3,951,1,0,20,https://books.toscrape.com/catalogue/darkfever-fever-1_145/index.html
Ash,22.06,Fantasy,4,3,1333,1,0,3,https://books.toscrape.com/catalogue/ash_123/index.html
A Storm of Swords (A Song of Ice and Fire #3),31.22,Fantasy,2,3,1595,1,0,45,https://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html
Vampire Girl (Vampire Girl #1),53.82,Fantasy,2,1,1366,1,0,30,https://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/index.html
The Silent Twin (Detective Jennifer Knight #3),36.25,Fantasy,3,1,2272,1,0,46,https://books.toscrape.com/catalogue/the-silent-twin-detective-jennifer-knight-3_82/index.html
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,Fantasy,1,1,832,1,0,51,https://books.toscrape.com/catalogue/the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html
Sister Sable (The Mad Queen #1),13.33,Fantasy,3,1,1159,1,0,31,https://books.toscrape.com/catalogue/sister-sable-the-mad-queen-1_54/index.html
Shadow Rites (Jane Yellowrock #10),21.72,Fantasy,4,1,1127,1,0,34,https://books.toscrape.com/catalogue/shadow-rites-jane-yellowrock-10_51/index.html
Origins (Alphas 0.5),28.99,Fantasy,1,1,1353,1,0,20,https://books.toscrape.com/catalogue/origins-alphas-05_42/index.html
One Second (Seven #7),52.94,Fantasy,2,1,1959,1,0,21,https://books.toscrape.com/catalogue/one-second-seven-7_41/index.html
Myriad (Prentor #1),58.75,Fantasy,4,1,1181,1,0,19,https://books.toscrape.com/catalogue/myriad-prentor-1_36/index.html
Without Borders (Wanderlove #1),45.07,New Adult,2,16,1546,1,0,31,https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html
The Mistake (Off-Campus #2),43.29,New Adult,3,15,1445,1,0,27,https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html
The Matchmaker's Playbook (Wingmen Inc. #1),55.85,New Adult,1,15,1288,1,0,43,https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html
The Hook Up (Game On #1),36.29,New Adult,5,1,1682,1,0,24,https://books.toscrape.com/catalogue/the-hook-up-game-on-1_68/index.html
Shameless,58.35,New Adult,3,1,1536,1,0,9,https://books.toscrape.com/catalogue/shameless_52/index.html
Off Sides (Off #1),39.45,New Adult,5,1,1720,1,0,18,https://books.toscrape.com/catalogue/off-sides-off-1_38/index.html
The Requiem Red,22.65,Young Adult,1,19,999,1,0,15,https://books.toscrape.com/catalogue/the-requiem-red_995/index.html
Set Me Free,17.46,Young Adult,5,19,802,1,0,11,https://books.toscrape.com/catalogue/set-me-free_988/index.html
The Natural History of Us (The Fine Art of Pretending #2),45.22,Young Adult,3,16,1493,1,0,57,https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html
Obsidian (Lux #1),14.86,Young Adult,2,16,1256,1,0,17,https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html
Burning,28.81,Young Adult,3,16,974,1,0,7,https://books.toscrape.com/catalogue/burning_884/index.html
A Fierce and Subtle Poison,28.13,Young Adult,4,16,1278,1,0,26,https://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html
Scarlett Epstein Hates It Here,43.55,Young Adult,5,15,1191,1,0,30,https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html
"Nightingale, Sing",38.28,Young Adult,1,15,869,1,0,17,https://books.toscrape.com/catalogue/nightingale-sing_823/index.html
Library of Souls (Miss Peregrineâs Peculiar Children #3),48.56,Young Adult,5,15,1386,1,0,58,https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html
Frostbite (Vampire Academy #2),29.99,Young Adult,5,15,1598,1,0,30,https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html
Wild Swans,14.36,Young Adult,2,14,1174,1,0,10,https://books.toscrape.com/catalogue/wild-swans_782/index.html
Until Friday Night (The Field Party #1),46.31,Young Adult,2,14,1552,1,0,39,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html
This Is Where It Ends,27.12,Young Adult,2,14,883,1,0,21,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html
The Darkest Lie,35.35,Young Adult,5,14,1441,1,0,15,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html
My Kind of Crazy,40.36,Young Adult,1,14,1162,1,0,16,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html
Don't Get Caught,55.35,Young Adult,1,14,1053,1,0,16,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html
Catching Jordan (Hundred Oaks),50.83,Young Adult,3,14,1004,1,0,30,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,Young Adult,4,14,1036,1,0,118,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html
The Epidemic (The Program 0.6),14.44,Young Adult,5,12,1625,1,0,30,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html
Stars Above (The Lunar Chronicles #4.5),48.05,Young Adult,2,12,2253,1,0,39,https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html
No Love Allowed (Dodge Cove #1),54.65,Young Adult,4,12,1053,1,0,31,https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html
"Exit, Pursued by a Bear",51.34,Young Adult,4,11,1364,1,0,23,https://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html
The Alien Club,54.4,Young Adult,1,9,1511,1,0,14,https://books.toscrape.com/catalogue/the-alien-club_569/index.html
Don't Forget Steven,33.23,Young Adult,1,9,1150,1,0,19,https://books.toscrape.com/catalogue/dont-forget-steven_561/index.html
South of Sunshine,28.93,Young Adult,1,8,1417,1,0,17,https://books.toscrape.com/catalogue/south-of-sunshine_544/index.html
My Life Next Door (My Life Next Door ),36.39,Young Adult,5,8,1259,1,0,38,https://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html
Future Shock (Future Shock #1),55.65,Young Adult,5,8,1538,1,0,30,https://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html
Nightstruck: A Novel,50.35,Young Adult,4,7,1517,1,0,20,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html
Tell the Wolves I'm Home,50.96,Young Adult,2,6,1918,1,0,24,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,Young Adult,4,5,1181,1,0,55,https://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html
Where She Went (If I Stay #2),41.73,Young Adult,4,5,1087,1,0,29,https://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html
Two Summers,14.64,Young Adult,1,5,1338,1,0,11,https://books.toscrape.com/catalogue/two-summers_415/index.html
The Darkest Corners,11.33,Young Adult,5,5,1596,1,0,19,https://books.toscrape.com/catalogue/the-darkest-corners_399/index.html
Tell Me Three Things,41.81,Young Adult,1,5,1460,1,0,20,https://books.toscrape.com/catalogue/tell-me-three-things_395/index.html
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,Young Adult,4,5,830,1,0,56,https://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html
Kill the Boy Band,15.52,Young Adult,5,5,940,1,0,17,https://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,Young Adult,5,5,1179,1,0,61,https://books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html
An Abundance of Katherines,10.0,Young Adult,5,5,1331,1,0,26,https://books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,Young Adult,4,4,933,1,0,58,https://books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html
Walk the Edge (Thunder Road #2),32.36,Young Adult,3,3,1457,1,0,31,https://books.toscrape.com/catalogue/walk-the-edge-thunder-road-2_300/index.html
Two Boys Kissing,32.74,Young Adult,2,3,1082,1,0,16,https://books.toscrape.com/catalogue/two-boys-kissing_294/index.html
The New Guy (and Other Senior Year Distractions),44.92,Young Adult,3,3,1653,1,0,48,https://books.toscrape.com/catalogue/the-new-guy-and-other-senior-year-distractions_266/index.html
"The Land of 10,000 Madonnas",29.64,Young Adult,4,3,1056,1,0,27,https://books.toscrape.com/catalogue/the-land-of-10000-madonnas_258/index.html
Scarlet (The Lunar Chronicles #2),14.57,Young Adult,4,3,1288,1,0,33,https://books.toscrape.com/catalogue/scarlet-the-lunar-chronicles-2_218/index.html
Legend (Legend #1),43.69,Young Adult,4,3,1330,1,0,18,https://books.toscrape.com/catalogue/legend-legend-1_184/index.html
Lady Renegades (Rebel Belle #3),53.04,Young Adult,5,3,1080,1,0,31,https://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html
Golden (Heart of Dread #3),42.21,Young Adult,4,3,1013,1,0,26,https://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html
Cinder (The Lunar Chronicles #1),26.09,Young Adult,1,3,1086,1,0,32,https://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/index.html
Boy Meets Boy,21.12,Young Adult,3,3,1340,1,0,13,https://books.toscrape.com/catalogue/boy-meets-boy_134/index.html
Annie on My Mind,36.83,Young Adult,5,3,1069,1,0,16,https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html
New Moon (Twilight #2),12.86,Young Adult,4,2,894,1,0,22,https://books.toscrape.com/catalogue/new-moon-twilight-2_105/index.html
Girl Online On Tour (Girl Online #2),53.47,Young Adult,1,2,1029,1,0,36,https://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/index.html
The Haters,27.89,Young Adult,5,1,1789,1,0,10,https://books.toscrape.com/catalogue/the-haters_67/index.html
The Art of Not Breathing,40.83,Young Adult,4,1,826,1,0,24,https://books.toscrape.com/catalogue/the-art-of-not-breathing_58/index.html
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,Science,4,16,1733,1,0,57,https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,Science,5,16,1896,1,0,68,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,Science,4,14,1776,1,0,67,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,Science,1,12,1319,1,0,61,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,Science,1,9,1509,1,0,65,https://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,Science,1,8,2172,1,0,92,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html
The Origin of Species,10.01,Science,4,7,1462,1,0,21,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html
The Grand Design,13.76,Science,3,5,2938,1,0,16,https://books.toscrape.com/catalogue/the-grand-design_405/index.html
Peak: Secrets from the New Science of Expertise,16.28,Science,2,5,154,1,0,47,https://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,Science,4,3,1076,1,0,92,https://books.toscrape.com/catalogue/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,Science,5,3,1416,1,0,131,https://books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,Science,2,3,942,1,0,69,https://books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html
Seven Brief Lessons on Physics,30.6,Science,4,3,1381,1,0,30,https://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html
The Selfish Gene,29.45,Science,1,1,1900,1,0,16,https://books.toscrape.com/catalogue/the-selfish-gene_81/index.html
A Light in the Attic,51.77,Poetry,3,22,1017,1,0,20,https://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html
The Black Maria,52.15,Poetry,1,19,3005,1,0,15,https://books.toscrape.com/catalogue/the-black-maria_991/index.html
Shakespeare's Sonnets,20.66,Poetry,4,19,868,1,0,21,https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html
Olio,23.88,Poetry,1,19,1578,1,0,4,https://books.toscrape.com/catalogue/olio_984/index.html
You can't bury them all: Poems,33.63,Poetry,2,17,1853,1,0,30,https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html
Slow States of Collapse: Poems,57.31,Poetry,3,17,1411,1,0,30,https://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html
Untitled Collection: Sabbath Poems 2014,14.27,Poetry,4,16,1403,1,0,39,https://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html
Poems That Make Grown Women Cry,14.19,Poetry,4,15,1236,1,0,31,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html
Night Sky with Exit Wounds,41.05,Poetry,1,15,1097,1,0,26,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html
salt.,46.78,Poetry,4,14,206,1,0,5,https://books.toscrape.com/catalogue/salt_731/index.html
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,Poetry,5,14,1262,1,0,58,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html
Out of Print: City Lights Spotlight No. 14,53.64,Poetry,5,8,2418,1,0,42,https://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html
Les Fleurs du Mal,29.04,Poetry,5,8,161,1,0,17,https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html
Howl and Other Poems,40.45,Poetry,2,8,1266,1,0,20,https://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html
Leave This Song Behind: Teen Poetry at Its Best,51.17,Poetry,5,7,1386,1,0,47,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,Poetry,5,6,1363,1,0,72,https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html
The Crossover,38.77,Poetry,4,5,1026,1,0,13,https://books.toscrape.com/catalogue/the-crossover_398/index.html
Booked,17.49,Poetry,5,5,1151,1,0,6,https://books.toscrape.com/catalogue/booked_365/index.html
Twenty Love Poems and a Song of Despair,30.95,Poetry,4,1,984,1,0,39,https://books.toscrape.com/catalogue/twenty-love-poems-and-a-song-of-despair_91/index.html
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,Paranormal,1,1,976,1,0,42,https://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html
Wall and Piece,44.18,Art,4,18,834,1,0,14,https://books.toscrape.com/catalogue/wall-and-piece_971/index.html
Feathers: Displays of Brilliant Plumage,49.05,Art,3,14,831,1,0,39,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,Art,4,9,2550,1,0,67,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html
The New Drawing on the Right Side of the Brain,43.02,Art,3,8,1224,1,0,46,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html
History of Beauty,10.29,Art,4,8,1139,1,0,17,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html
The Story of Art,41.14,Art,4,7,1070,1,0,16,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html
The Art Book,32.34,Art,2,7,1098,1,0,12,https://books.toscrape.com/catalogue/the-art-book_490/index.html
Ways of Seeing,39.51,Art,5,1,1524,1,0,14,https://books.toscrape.com/catalogue/ways-of-seeing_94/index.html
The Lucifer Effect: Understanding How Good People Turn Evil,10.4,Psychology,1,14,1913,1,0,59,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html
The Golden Condom: And Other Essays on Love Lost and Found,39.43,Psychology,1,12,1568,1,0,58,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,Psychology,3,11,2440,1,0,96,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html
An Unquiet Mind: A Memoir of Moods and Madness,21.3,Psychology,3,6,1295,1,0,46,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html
"Thinking, Fast and Slow",21.14,Psychology,1,3,1765,1,0,23,https://books.toscrape.com/catalogue/thinking-fast-and-slow_289/index.html
Civilization and Its Discontents,59.95,Psychology,2,3,1949,1,0,32,https://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html
8 Keys to Mental Health Through Exercise,31.04,Psychology,1,3,1354,1,0,40,https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html
The Argonauts,10.93,Autobiography,2,15,1438,1,0,13,https://books.toscrape.com/catalogue/the-argonauts_837/index.html
M Train,27.18,Autobiography,1,11,1827,1,0,7,https://books.toscrape.com/catalogue/m-train_598/index.html
Lab Girl,40.85,Autobiography,1,11,1588,1,0,8,https://books.toscrape.com/catalogue/lab-girl_595/index.html
Approval Junkie: Adventures in Caring Too Much,58.81,Autobiography,5,5,2374,1,0,46,https://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html
Running with Scissors,12.91,Autobiography,4,3,1240,1,0,21,https://books.toscrape.com/catalogue/running-with-scissors_215/index.html
Me Talk Pretty One Day,57.6,Autobiography,2,3,944,1,0,22,https://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html
Lust & Wonder,11.87,Autobiography,2,3,915,1,0,13,https://books.toscrape.com/catalogue/lust-wonder_191/index.html
Life Without a Recipe,59.04,Autobiography,5,3,1983,1,0,21,https://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html
A Heartbreaking Work of Staggering Genius,54.29,Autobiography,5,3,3225,1,0,41,https://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,Parenting,2,3,1349,1,0,62,https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html
Fifty Shades Freed (Fifty Shades #3),15.36,Adult Fiction,5,3,1410,1,0,36,https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html
The Long Haul (Diary of a Wimpy Kid #9),44.07,Humor,1,14,156,1,0,39,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html
Old School (Diary of a Wimpy Kid #10),11.83,Humor,5,14,485,1,0,37,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,Humor,4,14,1703,1,0,96,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html
